run_id,benchmark,arm,model,repeat,phase,stage,count
e2c_ab_3,tsvc/s254,full_b1,claude-haiku-4-5-20251001,1,B,tsan,1
e2c_ab_3,tsvc/s254,full_b1,claude-haiku-4-5-20251001,2,B,tsan,1
e2c_ab_3,tsvc/s254,full_b1,claude-haiku-4-5-20251001,3,B,tsan,1
e2c_ab_3,tsvc/s254,full_b1,claude-haiku-4-5-20251001,4,B,tsan,1
e2c_ab_3,tsvc/s254,full_b1,claude-haiku-4-5-20251001,5,B,tsan,1
e2c_ab_3,tsvc/s254,no_evidence,claude-haiku-4-5-20251001,1,B,tsan,1
e2c_ab_3,tsvc/s254,no_evidence,claude-haiku-4-5-20251001,2,B,tsan,1
e2c_ab_3,tsvc/s254,no_evidence,claude-haiku-4-5-20251001,3,B,tsan,1
e2c_ab_3,tsvc/s254,no_evidence,claude-haiku-4-5-20251001,4,B,tsan,1
e2c_ab_3,tsvc/s254,no_evidence,claude-haiku-4-5-20251001,5,B,tsan,1
e2c_ab_3,tsvc/s254,no_evidence_b1,claude-haiku-4-5-20251001,1,B,tsan,1
e2c_ab_3,tsvc/s254,no_evidence_b1,claude-haiku-4-5-20251001,2,B,tsan,1
e2c_ab_3,tsvc/s254,no_evidence_b1,claude-haiku-4-5-20251001,3,B,tsan,1
e2c_ab_3,tsvc/s254,no_evidence_b1,claude-haiku-4-5-20251001,4,B,tsan,1
e2c_ab_3,tsvc/s254,no_evidence_b1,claude-haiku-4-5-20251001,5,B,tsan,1
e2c_ab_3,tsvc/s255,full_b1,claude-haiku-4-5-20251001,1,B,tsan,1
e2c_ab_3,tsvc/s255,full_b1,claude-haiku-4-5-20251001,2,B,tsan,1
e2c_ab_3,tsvc/s255,full_b1,claude-haiku-4-5-20251001,3,B,tsan,1
e2c_ab_3,tsvc/s255,full_b1,claude-haiku-4-5-20251001,4,B,tsan,1
e2c_ab_3,tsvc/s255,full_b1,claude-haiku-4-5-20251001,5,B,tsan,1
e2c_ab_3,tsvc/s255,no_evidence,claude-haiku-4-5-20251001,1,B,tsan,1
e2c_ab_3,tsvc/s255,no_evidence,claude-haiku-4-5-20251001,2,B,tsan,1
e2c_ab_3,tsvc/s255,no_evidence,claude-haiku-4-5-20251001,3,B,tsan,1
e2c_ab_3,tsvc/s255,no_evidence,claude-haiku-4-5-20251001,4,B,tsan,1
e2c_ab_3,tsvc/s255,no_evidence,claude-haiku-4-5-20251001,5,B,tsan,1
e2c_ab_3,tsvc/s255,no_evidence_b1,claude-haiku-4-5-20251001,1,B,tsan,1
e2c_ab_3,tsvc/s255,no_evidence_b1,claude-haiku-4-5-20251001,2,B,tsan,1
e2c_ab_3,tsvc/s255,no_evidence_b1,claude-haiku-4-5-20251001,3,B,tsan,1
e2c_ab_3,tsvc/s255,no_evidence_b1,claude-haiku-4-5-20251001,4,B,tsan,1
e2c_ab_3,tsvc/s255,no_evidence_b1,claude-haiku-4-5-20251001,5,B,tsan,1
e2c_ab_3,tsvc/s281,full_b1,claude-haiku-4-5-20251001,1,A,correctness,1
e2c_ab_3,tsvc/s281,full_b1,claude-haiku-4-5-20251001,4,A,correctness,2
e2c_ab_3,tsvc/s281,no_evidence,claude-haiku-4-5-20251001,3,A,correctness,1
e2c_ab_3,tsvc/s281,no_evidence,claude-haiku-4-5-20251001,4,A,correctness,1
e2c_ab_3,tsvc/s281,no_evidence,claude-haiku-4-5-20251001,5,A,correctness,1
e2c_ab_3,tsvc/s281,no_evidence_b1,claude-haiku-4-5-20251001,1,A,correctness,1
e2c_ab_3,tsvc/s281,no_evidence_b1,claude-haiku-4-5-20251001,2,A,correctness,1
e2c_ab_3,tsvc/s281,no_evidence_b1,claude-haiku-4-5-20251001,3,A,correctness,1
e2c_ab_3,tsvc/s281,no_evidence_b1,claude-haiku-4-5-20251001,4,A,correctness,1
e2c_ab_3,tsvc/s281,no_evidence_b1,claude-haiku-4-5-20251001,5,A,correctness,3
e2c_ab_3,tsvc/s291,full_b1,claude-haiku-4-5-20251001,1,B,tsan,1
e2c_ab_3,tsvc/s291,full_b1,claude-haiku-4-5-20251001,2,B,tsan,1
e2c_ab_3,tsvc/s291,full_b1,claude-haiku-4-5-20251001,3,B,tsan,1
e2c_ab_3,tsvc/s291,full_b1,claude-haiku-4-5-20251001,4,B,tsan,1
e2c_ab_3,tsvc/s291,full_b1,claude-haiku-4-5-20251001,5,B,tsan,1
e2c_ab_3,tsvc/s291,no_evidence,claude-haiku-4-5-20251001,1,B,tsan,1
e2c_ab_3,tsvc/s291,no_evidence,claude-haiku-4-5-20251001,2,B,tsan,1
e2c_ab_3,tsvc/s291,no_evidence,claude-haiku-4-5-20251001,3,B,tsan,1
e2c_ab_3,tsvc/s291,no_evidence,claude-haiku-4-5-20251001,4,B,tsan,1
e2c_ab_3,tsvc/s291,no_evidence,claude-haiku-4-5-20251001,5,B,tsan,1
e2c_ab_3,tsvc/s291,no_evidence_b1,claude-haiku-4-5-20251001,1,B,tsan,1
e2c_ab_3,tsvc/s291,no_evidence_b1,claude-haiku-4-5-20251001,2,B,tsan,1
e2c_ab_3,tsvc/s291,no_evidence_b1,claude-haiku-4-5-20251001,3,B,tsan,1
e2c_ab_3,tsvc/s291,no_evidence_b1,claude-haiku-4-5-20251001,4,B,tsan,1
e2c_ab_3,tsvc/s291,no_evidence_b1,claude-haiku-4-5-20251001,5,B,tsan,1
