run_id,benchmark,kernel,group,arm,model,class,repeat,dp_alone_trials,dp_alone_outcomes,dp_alone_parallel,dp_alone_speedup_vs_seq,agent_outcome,agent_speedup_vs_seq,agent_vs_dp_alone,timing_comparable,rewrites_kept,llm_calls,verdict
e1c_r_2,tsvc/s212,s212,,bare_llm,claude-haiku-4-5-20251001,R,1,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,1.282,1.282,True,,1,gained
e1c_r_2,tsvc/s212,s212,,bare_llm,claude-haiku-4-5-20251001,R,2,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,2.187,2.187,True,,1,gained
e1c_r_2,tsvc/s212,s212,,bare_llm,claude-haiku-4-5-20251001,R,3,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,1.317,1.317,True,,1,gained
e1c_r_2,tsvc/s212,s212,,bare_llm,claude-haiku-4-5-20251001,R,4,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,1.297,1.297,True,,1,gained
e1c_r_2,tsvc/s212,s212,,bare_llm,claude-haiku-4-5-20251001,R,5,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,3.09,3.09,True,,1,gained
e1c_r_2,tsvc/s212,s212,,default,claude-haiku-4-5-20251001,R,1,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,2.104,2.104,True,1,1,gained
e1c_r_2,tsvc/s212,s212,,default,claude-haiku-4-5-20251001,R,2,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,1.271,1.271,True,1,1,gained
e1c_r_2,tsvc/s212,s212,,default,claude-haiku-4-5-20251001,R,3,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,1,neither
e1c_r_2,tsvc/s212,s212,,default,claude-haiku-4-5-20251001,R,4,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,FASTER,1.276,1.276,True,1,1,gained
e1c_r_2,tsvc/s212,s212,,default,claude-haiku-4-5-20251001,R,5,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,no-change,1.0,1.0,True,0,1,neither
e1c_r_2,tsvc/s241,s241,,bare_llm,claude-haiku-4-5-20251001,R,1,5,"no-change,no-change,no-change,no-change,no-change",False,1.0,parallel-not-faster,1.055,1.055,True,,1,gained-not-faster
