run_id,benchmark,kernel,group,arm,model,repeat,outcome,best_speedup,seq_median_s,seq_kernel_median_s,timing_basis,kernel_program_disagree,dump_exact,dump_exact_seeded,digest_max_rel_err,dump_max_rel_err,dump_seeded_max_rel_err,digest_seeded_rel_err,stable_at_fixed_threads,source_changed,pragmas_in_final,pragmas_discopop,pragmas_llm,rewrites_kept,baseline_pragmas,agent_verdict,llm_calls,llm_call_failures,explorer_retries,profile_explore_attempts,scaffold_ok,scaffold_problems,input_tokens,output_tokens,cache_read_input_tokens,cost_usd_equivalent,model_seconds,candidates_recorded,reverts,gate_passes_phase_a,speed_check_off,refresh_fast,refresh_full,refresh_fallback,runtime_remeasurements,settle_dropped,agent_s,verify_s,profile_s,discopop_do_all,host_load_start_1m,host_load_end_1m,started_at,finished_at,verify_size,speed_measurable,require_speedup,min_runtime_share,timing_cflags,speedup_T6,program_speedup_T6,speedup_T12,program_speedup_T12
e1_r_b,polybench/floyd-warshall,floyd-warshall,B,default,claude-haiku-4-5-20251001,1,FASTER,5.933,3.3288,3.314402,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,1,3,,1,0,0,1,True,,42,15269,143705,0.1355,155.7,3,0,1,False,0,1,0,1,0,189.8,27.6,3.49,9,3165.96142578125,2769.33056640625,2026-09-21T20:13:45,2026-09-21T20:17:22,LARGE,True,True,0.01,-DSTANDARD_DATASET,5.281,5.173,5.933,5.799
e1_r_b,polybench/floyd-warshall,floyd-warshall,B,default,claude-haiku-4-5-20251001,2,no-change,0.983,3.2832,3.268182,kernel,False,True,True,0.0,0.0,0.0,0.0,True,False,0,0,0,0,3,,1,0,0,1,True,,58,22647,198842,0.2028,225.0,6,0,1,False,0,1,0,1,1,823.2,57.1,3.49,9,2769.33056640625,3975.23828125,2026-09-21T20:17:22,2026-09-21T20:32:03,LARGE,True,True,0.01,-DSTANDARD_DATASET,0.983,0.983,0.981,0.981
e1_r_b,polybench/floyd-warshall,floyd-warshall,B,default,claude-haiku-4-5-20251001,3,FASTER,5.125,3.2821,3.26841,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,1,3,,1,0,0,1,True,,26,15565,73727,0.1294,161.4,3,0,1,False,0,1,0,1,0,195.9,27.0,3.49,9,3975.23828125,2699.27685546875,2026-09-21T20:32:03,2026-09-21T20:35:46,LARGE,True,True,0.01,-DSTANDARD_DATASET,5.125,5.026,4.973,4.885
e1_r_b,polybench/floyd-warshall,floyd-warshall,B,default,claude-haiku-4-5-20251001,4,no-change,1.004,3.3002,3.284021,kernel,False,True,True,0.0,0.0,0.0,0.0,True,False,0,0,0,0,3,,3,0,0,1,True,,126,28616,600290,0.2884,296.6,8,0,1,False,0,1,0,1,1,961.9,56.9,3.49,9,2699.27685546875,3783.91064453125,2026-09-21T20:35:46,2026-09-21T20:52:45,LARGE,True,True,0.01,-DSTANDARD_DATASET,0.989,0.989,1.004,1.004
e1_r_b,polybench/floyd-warshall,floyd-warshall,B,default,claude-haiku-4-5-20251001,5,FASTER,10.282,3.3347,3.319958,kernel,False,True,True,0.0,0.0,0.0,0.0,True,True,1,1,0,1,3,,1,0,0,1,True,,34,11605,97900,0.1039,131.9,3,0,1,False,0,1,0,1,0,152.9,24.9,3.49,9,3783.91064453125,4210.3125,2026-09-21T20:52:45,2026-09-21T20:55:42,LARGE,True,True,0.01,-DSTANDARD_DATASET,8.386,8.094,10.282,9.781
e1_r_b,polybench/floyd-warshall,floyd-warshall,B,discopop_gate,claude-haiku-4-5-20251001,1,no-change,0.986,3.2548,3.240133,kernel,False,True,True,0.0,0.0,0.0,0.0,True,False,0,0,0,0,3,,0,0,0,1,True,,,,,,,3,0,0,False,0,0,0,0,0,18.8,56.7,3.49,9,4109.6357421875,3464.15625,2026-09-21T20:07:27,2026-09-21T20:08:42,LARGE,True,True,0.01,-DSTANDARD_DATASET,0.986,0.986,0.98,0.98
e1_r_b,polybench/floyd-warshall,floyd-warshall,B,discopop_gate,claude-haiku-4-5-20251001,2,no-change,0.996,3.3094,3.294387,kernel,False,True,True,0.0,0.0,0.0,0.0,True,False,0,0,0,0,3,,0,0,0,1,True,,,,,,,3,0,0,False,0,0,0,0,0,18.7,57.0,3.49,9,3464.15625,3090.09912109375,2026-09-21T20:08:42,2026-09-21T20:09:58,LARGE,True,True,0.01,-DSTANDARD_DATASET,0.996,0.995,0.994,0.994
e1_r_b,polybench/floyd-warshall,floyd-warshall,B,discopop_gate,claude-haiku-4-5-20251001,3,no-change,0.998,3.3197,3.305568,kernel,False,True,True,0.0,0.0,0.0,0.0,True,False,0,0,0,0,3,,0,0,0,1,True,,,,,,,3,0,0,False,0,0,0,0,0,18.7,57.2,3.49,9,3090.09912109375,3413.8095703125,2026-09-21T20:09:58,2026-09-21T20:11:14,LARGE,True,True,0.01,-DSTANDARD_DATASET,0.994,0.993,0.998,0.998
e1_r_b,polybench/floyd-warshall,floyd-warshall,B,discopop_gate,claude-haiku-4-5-20251001,4,no-change,1.006,3.3252,3.31053,kernel,False,True,True,0.0,0.0,0.0,0.0,True,False,0,0,0,0,3,,0,0,0,1,True,,,,,,,3,0,0,False,0,0,0,0,0,18.7,57.0,3.49,9,3413.8095703125,3490.916015625,2026-09-21T20:11:14,2026-09-21T20:12:30,LARGE,True,True,0.01,-DSTANDARD_DATASET,1.002,1.002,1.006,1.006
e1_r_b,polybench/floyd-warshall,floyd-warshall,B,discopop_gate,claude-haiku-4-5-20251001,5,no-change,1.001,3.3269,3.310736,kernel,False,True,True,0.0,0.0,0.0,0.0,True,False,0,0,0,0,3,,0,0,0,1,True,,,,,,,3,0,0,False,0,0,0,0,0,18.4,56.8,3.49,9,3490.916015625,3165.96142578125,2026-09-21T20:12:30,2026-09-21T20:13:45,LARGE,True,True,0.01,-DSTANDARD_DATASET,0.998,0.998,1.001,1.001
